period,feature,current_rows,baseline_rows,current_mean,baseline_mean,current_missing_rate,baseline_missing_rate,psi_vs_development_baseline,status,reference_period,prior_psi,psi_change,is_current_model_period,data_layer,data_status,source_project,source_version,claim_boundary,as_of_period
2009-06,fico,406,598645,717.0985221674877,695.1264397096777,0.0,0.0,0.48496720030702967,RED,2014-01_to_2015-12,0.5842365860173175,-0.09926938571028787,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2009-06
2009-07,fico,411,598645,715.5401459854014,695.1264397096777,0.0,0.0,0.44544558451304217,RED,2014-01_to_2015-12,0.48496720030702967,-0.0395216157939875,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2009-07
2009-08,fico,446,598645,719.1973094170404,695.1264397096777,0.0,0.0,0.6066107456479087,RED,2014-01_to_2015-12,0.44544558451304217,0.16116516113486656,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2009-08
2009-09,fico,507,598645,717.9171597633136,695.1264397096777,0.0,0.0,0.5157566908516774,RED,2014-01_to_2015-12,0.6066107456479087,-0.09085405479623132,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2009-09
2009-10,fico,604,598645,717.9023178807947,695.1264397096777,0.0,0.0,0.4925830389334381,RED,2014-01_to_2015-12,0.5157566908516774,-0.023173651918239335,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2009-10
2009-11,fico,662,598645,716.7356495468277,695.1264397096777,0.0,0.0,0.4528184870270246,RED,2014-01_to_2015-12,0.4925830389334381,-0.03976455190641348,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2009-11
2009-12,fico,658,598645,720.5790273556231,695.1264397096777,0.0,0.0,0.5411655763566633,RED,2014-01_to_2015-12,0.4528184870270246,0.0883470893296387,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2009-12
2010-01,fico,662,598645,717.6193353474321,695.1264397096777,0.0,0.0,0.5074199461317377,RED,2014-01_to_2015-12,0.5411655763566633,-0.033745630224925605,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2010-01
2010-02,fico,682,598645,715.4897360703812,695.1264397096777,0.0,0.0,0.4945606409099731,RED,2014-01_to_2015-12,0.5074199461317377,-0.012859305221764594,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2010-02
2010-03,fico,828,598645,714.2342995169082,695.1264397096777,0.0,0.0,0.35874895374112215,RED,2014-01_to_2015-12,0.4945606409099731,-0.13581168716885095,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2010-03
2010-04,fico,912,598645,715.0098684210526,695.1264397096777,0.0,0.0,0.41338442909447404,RED,2014-01_to_2015-12,0.35874895374112215,0.05463547535335189,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2010-04
2010-05,fico,989,598645,714.4317492416583,695.1264397096777,0.0,0.0,0.37354433246012697,RED,2014-01_to_2015-12,0.41338442909447404,-0.039840096634347066,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2010-05
2010-06,fico,1105,598645,714.4117647058823,695.1264397096777,0.0,0.0,0.3673781793816909,RED,2014-01_to_2015-12,0.37354433246012697,-0.0061661530784360985,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2010-06
2010-07,fico,1204,598645,715.1976744186046,695.1264397096777,0.0,0.0,0.41981614831784886,RED,2014-01_to_2015-12,0.3673781793816909,0.052437968936157986,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2010-07
2010-08,fico,1175,598645,711.2808510638298,695.1264397096777,0.0,0.0,0.270925696026571,RED,2014-01_to_2015-12,0.41981614831784886,-0.14889045229127784,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2010-08
2010-09,fico,1189,598645,715.2127838519765,695.1264397096777,0.0,0.0,0.3891168245927874,RED,2014-01_to_2015-12,0.270925696026571,0.11819112856621639,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2010-09
2010-10,fico,1232,598645,713.9642857142857,695.1264397096777,0.0,0.0,0.35144478515010513,RED,2014-01_to_2015-12,0.3891168245927874,-0.03767203944268227,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2010-10
2010-11,fico,1224,598645,717.1511437908497,695.1264397096777,0.0,0.0,0.49932993897711975,RED,2014-01_to_2015-12,0.35144478515010513,0.14788515382701461,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2010-11
2010-12,fico,1335,598645,717.1086142322098,695.1264397096777,0.0,0.0,0.4646229174671883,RED,2014-01_to_2015-12,0.49932993897711975,-0.034707021509931435,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2010-12
2011-01,fico,1380,598645,718.0036231884058,695.1264397096777,0.0,0.0,0.5496986046577467,RED,2014-01_to_2015-12,0.4646229174671883,0.08507568719055836,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2011-01
2011-02,fico,1298,598645,719.0454545454545,695.1264397096777,0.0,0.0,0.5634527446658066,RED,2014-01_to_2015-12,0.5496986046577467,0.013754140008059967,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2011-02
2011-03,fico,1448,598645,717.9150552486187,695.1264397096777,0.0,0.0,0.5212687222489061,RED,2014-01_to_2015-12,0.5634527446658066,-0.04218402241690056,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2011-03
2011-04,fico,1563,598645,718.7018554062699,695.1264397096777,0.0,0.0,0.5280825364482502,RED,2014-01_to_2015-12,0.5212687222489061,0.006813814199344126,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2011-04
2011-05,fico,1704,598645,716.8503521126761,695.1264397096777,0.0,0.0,0.475441705704481,RED,2014-01_to_2015-12,0.5280825364482502,-0.052640830743769185,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2011-05
2011-06,fico,1835,598645,717.8882833787466,695.1264397096777,0.0,0.0,0.5011105341576201,RED,2014-01_to_2015-12,0.475441705704481,0.02566882845313906,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2011-06
2011-07,fico,1875,598645,716.9813333333333,695.1264397096777,0.0,0.0,0.4551178382500238,RED,2014-01_to_2015-12,0.5011105341576201,-0.045992695907596304,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2011-07
2011-08,fico,1934,598645,718.535677352637,695.1264397096777,0.0,0.0,0.5309768641090045,RED,2014-01_to_2015-12,0.4551178382500238,0.07585902585898069,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2011-08
2011-09,fico,2067,598645,720.137397194001,695.1264397096777,0.0,0.0,0.5939061693637513,RED,2014-01_to_2015-12,0.5309768641090045,0.06292930525474683,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2011-09
2011-10,fico,2118,598645,719.2261567516525,695.1264397096777,0.0,0.0,0.5580843736639062,RED,2014-01_to_2015-12,0.5939061693637513,-0.035821795699845116,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2011-10
2011-11,fico,2232,598645,714.475358422939,695.1264397096777,0.0,0.0,0.3711299809435012,RED,2014-01_to_2015-12,0.5580843736639062,-0.18695439272040498,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2011-11
2011-12,fico,2267,598645,709.0247022496692,695.1264397096777,0.0,0.0,0.2923595451829687,RED,2014-01_to_2015-12,0.3711299809435012,-0.0787704357605325,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2011-12
2012-01,fico,2602,598645,711.2851652574942,695.1264397096777,0.0,0.0,0.3254950032693347,RED,2014-01_to_2015-12,0.2923595451829687,0.03313545808636603,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2012-01
2012-02,fico,2560,598645,710.81640625,695.1264397096777,0.0,0.0,0.29629129160951295,RED,2014-01_to_2015-12,0.3254950032693347,-0.029203711659821774,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2012-02
2012-03,fico,2914,598645,713.5408373369938,695.1264397096777,0.0,0.0,0.44502633478177434,RED,2014-01_to_2015-12,0.29629129160951295,0.14873504317226138,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2012-03
2012-04,fico,3230,598645,708.921052631579,695.1264397096777,0.0,0.0,0.2320155290865599,AMBER,2014-01_to_2015-12,0.44502633478177434,-0.21301080569521444,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2012-04
2012-05,fico,3400,598645,709.5942647058823,695.1264397096777,0.0,0.0,0.22387688237508757,AMBER,2014-01_to_2015-12,0.2320155290865599,-0.008138646711472325,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2012-05
2012-06,fico,3817,598645,702.7112915902542,695.1264397096777,0.0,0.0,0.06631819040472009,GREEN,2014-01_to_2015-12,0.22387688237508757,-0.15755869197036748,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2012-06
2012-07,fico,4627,598645,701.3603846985087,695.1264397096777,0.0,0.0,0.0643911186016822,GREEN,2014-01_to_2015-12,0.06631819040472009,-0.0019270718030378886,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2012-07
2012-08,fico,5419,598645,704.0013840191917,695.1264397096777,0.0,0.0,0.09551922141965512,GREEN,2014-01_to_2015-12,0.0643911186016822,0.031128102817972916,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2012-08
2012-09,fico,6087,598645,701.8325940528996,695.1264397096777,0.0,0.0,0.06933196756086954,GREEN,2014-01_to_2015-12,0.09551922141965512,-0.026187253858785578,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2012-09
2012-10,fico,6263,598645,700.8424876257385,695.1264397096777,0.0,0.0,0.08067711929793732,GREEN,2014-01_to_2015-12,0.06933196756086954,0.01134515173706778,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2012-10
2012-11,fico,6382,598645,699.1310717643372,695.1264397096777,0.0,0.0,0.04429825570673473,GREEN,2014-01_to_2015-12,0.08067711929793732,-0.03637886359120259,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2012-11
2012-12,fico,6066,598645,695.648285525882,695.1264397096777,0.0,0.0,0.028514779022186337,GREEN,2014-01_to_2015-12,0.04429825570673473,-0.01578347668454839,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2012-12
2013-01,fico,6872,598645,693.8139551804423,695.1264397096777,0.0,0.0,0.034678982041578044,GREEN,2014-01_to_2015-12,0.028514779022186337,0.006164203019391707,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-01
2013-02,fico,7561,598645,696.0062161089803,695.1264397096777,0.0,0.0,0.0549268941554694,GREEN,2014-01_to_2015-12,0.034678982041578044,0.020247912113891355,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-02
2013-03,fico,8273,598645,698.7254925661791,695.1264397096777,0.0,0.0,0.0517406446510511,GREEN,2014-01_to_2015-12,0.0549268941554694,-0.003186249504418301,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-03
2013-04,fico,9419,598645,698.5745302049049,695.1264397096777,0.0,0.0,0.0573407337244022,GREEN,2014-01_to_2015-12,0.0517406446510511,0.0056000890733511055,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-04
2013-05,fico,10350,598645,695.8599516908213,695.1264397096777,0.0,0.0,0.030766032526875858,GREEN,2014-01_to_2015-12,0.0573407337244022,-0.026574701197526345,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-05
2013-06,fico,10899,598645,696.6279475181209,695.1264397096777,0.0,0.0,0.022888005260255636,GREEN,2014-01_to_2015-12,0.030766032526875858,-0.007878027266620222,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-06
2013-07,fico,11910,598645,696.9896305625525,695.1264397096777,0.0,0.0,0.03262885004083356,GREEN,2014-01_to_2015-12,0.022888005260255636,0.009740844780577924,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-07
2013-08,fico,12674,598645,698.1795802430172,695.1264397096777,0.0,0.0,0.02625941304251416,GREEN,2014-01_to_2015-12,0.03262885004083356,-0.0063694369983193985,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-08
2013-09,fico,12987,598645,697.1086856086856,695.1264397096777,0.0,0.0,0.019933357711455758,GREEN,2014-01_to_2015-12,0.02625941304251416,-0.0063260553310584035,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-09
2013-10,fico,14127,598645,697.7089261697458,695.1264397096777,0.0,0.0,0.01873815856764286,GREEN,2014-01_to_2015-12,0.019933357711455758,-0.0011951991438128966,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-10
2013-11,fico,14720,598645,696.5353260869565,695.1264397096777,0.0,0.0,0.013353267052816012,GREEN,2014-01_to_2015-12,0.01873815856764286,-0.005384891514826849,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-11
2013-12,fico,15012,598645,696.7735478284039,695.1264397096777,0.0,0.0,0.013681056123991963,GREEN,2014-01_to_2015-12,0.013353267052816012,0.00032778907117595076,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-12
2014-01,fico,15614,598645,693.7859292942231,695.1264397096777,0.0,0.0,0.002725691813826727,GREEN,2014-01_to_2015-12,0.013681056123991963,-0.010955364310165236,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-01
2014-02,fico,15205,598645,694.296941795462,695.1264397096777,0.0,0.0,0.0005666149657563757,GREEN,2014-01_to_2015-12,0.002725691813826727,-0.002159076848070351,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-02
2014-03,fico,16194,598645,693.4382178584661,695.1264397096777,0.0,0.0,0.0039990604218366095,GREEN,2014-01_to_2015-12,0.0005666149657563757,0.0034324454560802336,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-03
2014-04,fico,18172,598645,694.569612590799,695.1264397096777,0.0,0.0,0.0007282467074968772,GREEN,2014-01_to_2015-12,0.0039990604218366095,-0.0032708137143397324,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-04
2014-05,fico,18098,598645,695.680848712565,695.1264397096777,0.0,0.0,0.0008328347480354232,GREEN,2014-01_to_2015-12,0.0007282467074968772,0.00010458804053854601,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-05
2014-06,fico,16186,598645,695.1181267762264,695.1264397096777,0.0,0.0,0.000307803674614457,GREEN,2014-01_to_2015-12,0.0008328347480354232,-0.0005250310734209662,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-06
2014-07,fico,27547,598645,694.0950012705558,695.1264397096777,0.0,0.0,0.0015379442784959627,GREEN,2014-01_to_2015-12,0.000307803674614457,0.0012301406038815058,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-07
2014-08,fico,17730,598645,697.1799492385787,695.1264397096777,0.0,0.0,0.004915250831303598,GREEN,2014-01_to_2015-12,0.0015379442784959627,0.0033773065528076357,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-08
2014-09,fico,9960,598645,697.6371987951808,695.1264397096777,0.0,0.0,0.009279161239612959,GREEN,2014-01_to_2015-12,0.004915250831303598,0.004363910408309361,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-09
2014-10,fico,36072,598645,692.3135534486582,695.1264397096777,0.0,0.0,0.010013852599759728,GREEN,2014-01_to_2015-12,0.009279161239612959,0.0007346913601467692,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-10
2014-11,fico,22957,598645,693.2876464694864,695.1264397096777,0.0,0.0,0.004998494545976581,GREEN,2014-01_to_2015-12,0.010013852599759728,-0.005015358053783147,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-11
2014-12,fico,9367,598645,697.7825878082631,695.1264397096777,0.0,0.0,0.009512991174223875,GREEN,2014-01_to_2015-12,0.004998494545976581,0.004514496628247294,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-12
2015-01,fico,32216,598645,693.5432704246338,695.1264397096777,0.0,0.0,0.00290051034849503,GREEN,2014-01_to_2015-12,0.009512991174223875,-0.006612480825728845,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-01
2015-02,fico,21656,598645,694.6685445142224,695.1264397096777,0.0,0.0,0.0005761431809678782,GREEN,2014-01_to_2015-12,0.00290051034849503,-0.002324367167527152,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-02
2015-03,fico,22931,598645,693.8830840347129,695.1264397096777,0.0,0.0,0.002765014401772975,GREEN,2014-01_to_2015-12,0.0005761431809678782,0.0021888712208050966,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-03
2015-04,fico,31785,598645,694.5786534528866,695.1264397096777,0.0,0.0,0.0007851243887745085,GREEN,2014-01_to_2015-12,0.002765014401772975,-0.0019798900129984662,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-04
2015-05,fico,28711,598645,694.7810943540803,695.1264397096777,0.0,0.0,0.00038348697500751173,GREEN,2014-01_to_2015-12,0.0007851243887745085,-0.00040163741376699673,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-05
2015-06,fico,25446,598645,695.4544918651261,695.1264397096777,0.0,0.0,0.000578387595859852,GREEN,2014-01_to_2015-12,0.00038348697500751173,0.00019490062085234026,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-06
2015-07,fico,41053,598645,696.0058461013812,695.1264397096777,0.0,0.0,0.0012624070056840866,GREEN,2014-01_to_2015-12,0.000578387595859852,0.0006840194098242346,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-07
2015-08,fico,31701,598645,695.9093877164759,695.1264397096777,0.0,0.0,0.000732276388130052,GREEN,2014-01_to_2015-12,0.0012624070056840866,-0.0005301306175540346,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-08
2015-09,fico,25150,598645,696.9450298210736,695.1264397096777,0.0,0.0,0.003542034683342119,GREEN,2014-01_to_2015-12,0.000732276388130052,0.002809758295212067,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-09
2015-10,fico,42986,598645,696.38926627274,695.1264397096777,0.0,0.0,0.001608113883444586,GREEN,2014-01_to_2015-12,0.003542034683342119,-0.001933920799897533,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-10
2015-11,fico,32907,598645,696.7335369374297,695.1264397096777,0.0,0.0,0.002945790927891623,GREEN,2014-01_to_2015-12,0.001608113883444586,0.0013376770444470372,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-11
2015-12,fico,39001,598645,696.18999512833,695.1264397096777,0.0,0.0,0.0014984056129317374,GREEN,2014-01_to_2015-12,0.002945790927891623,-0.0014473853149598857,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-12
2016-01,fico,28396,598645,697.7977179884491,695.1264397096777,0.0,0.0,0.007606484592439386,GREEN,2014-01_to_2015-12,0.0014984056129317374,0.006108078979507648,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-01
2016-02,fico,34597,598645,697.1115414631327,695.1264397096777,0.0,0.0,0.004116583530103475,GREEN,2014-01_to_2015-12,0.007606484592439386,-0.003489901062335911,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-02
2016-03,fico,48927,598645,697.9784270443722,695.1264397096777,0.0,0.0,0.00785906650262971,GREEN,2014-01_to_2015-12,0.004116583530103475,0.003742482972526235,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-03
2016-04,fico,24099,598645,698.2843064027553,695.1264397096777,0.0,0.0,0.010053609558170038,GREEN,2014-01_to_2015-12,0.00785906650262971,0.0021945430555403277,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-04
2016-05,fico,18106,598645,696.7394510107147,695.1264397096777,0.0,0.0,0.0025813503919683758,GREEN,2014-01_to_2015-12,0.010053609558170038,-0.007472259166201662,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-05
2016-06,fico,20732,598645,698.6637565116728,695.1264397096777,0.0,0.0,0.013915711658291337,GREEN,2014-01_to_2015-12,0.0025813503919683758,0.011334361266322961,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-06
2016-07,fico,21724,598645,695.8455855275272,695.1264397096777,0.0,0.0,0.0015491069240098326,GREEN,2014-01_to_2015-12,0.013915711658291337,-0.012366604734281505,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-07
2016-08,fico,22258,598645,695.3464596998832,695.1264397096777,0.0,0.0,0.00024402964560839773,GREEN,2014-01_to_2015-12,0.0015491069240098326,-0.001305077278401435,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-08
2016-09,fico,16906,598645,697.3848337868212,695.1264397096777,0.0,0.0,0.007148177004859119,GREEN,2014-01_to_2015-12,0.00024402964560839773,0.0069041473592507206,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-09
2016-10,fico,18952,598645,698.2405287040946,695.1264397096777,0.0,0.0,0.009429947363415354,GREEN,2014-01_to_2015-12,0.007148177004859119,0.0022817703585562357,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-10
2016-11,fico,18994,598645,696.6999842055386,695.1264397096777,0.0,0.0,0.0035504649028011486,GREEN,2014-01_to_2015-12,0.009429947363415354,-0.005879482460614206,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-11
